tbl,id,country,state_province,county,latitude,longitude
vfoi,35662,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,871336,Brazil,Mato Grosso,NA,9999,9999
vfoi,910872,Brazil,Minas Gerais,Itacambira,9999,9999
vfoi,919821,Brazil,Mato Grosso,NA,9999,9999
vfoi,938730,Brazil,Mato Grosso,NA,9999,9999
vfoi,1091405,Brazil,Mato Grosso,NA,9999,9999
vfoi,1172731,Brazil,Mato Grosso,NA,9999,9999
vfoi,1466664,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,1644822,Brazil,Mato Grosso,NA,9999,9999
vfoi,1729826,Brazil,Mato Grosso,NA,9999,9999
vfoi,1737884,Brazil,Para,NA,9999,9999
vfoi,1884176,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,1886692,Brazil,Mato Grosso,NA,9999,9999
vfoi,1895271,Brazil,Espirito Santo,Afonso Claudio,9999,9999
vfoi,2034581,Brazil,Mato Grosso,NA,9999,9999
vfoi,2061817,Brazil,Bahia,Palmeiras,-1230,-4127
vfoi,2075397,Brazil,Mato Grosso,NA,9999,9999
vfoi,2154916,Brazil,Minas Gerais,Alto Caparao,9999,9999
vfoi,2209267,Brazil,Mato Grosso,NA,9999,9999
vfoi,2373784,Brazil,Mato Grosso,NA,9999,9999
vfoi,2374126,Brazil,Rio Grande do Norte,Natal,-550,-3512
vfoi,2643195,Brazil,Minas Gerais,Aiuruoca,9999,9999
vfoi,2670566,Brazil,Minas Gerais,Morro Do Pilar,9999,9999
vfoi,2690492,Brazil,Mato Grosso,NA,9999,9999
vfoi,2705938,Brazil,Federal,NA,-1535,-4727
vfoi,2715694,Brazil,Mato Grosso,NA,9999,9999
vfoi,2757439,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,2839528,Brazil,Sao Paulo,NA,9999,9999
vfoi,2847124,Brazil,Bahia,Rio De Contas,-1328,-4151
vfoi,3007916,Brazil,Mato Grosso,NA,9999,9999
vfoi,3110754,Brazil,Mato Grosso,NA,9999,9999
vfoi,3148560,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,3159050,Brazil,Mato Grosso,NA,9999,9999
vfoi,3295188,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,3295749,Brazil,Mato Grosso,NA,9999,9999
vfoi,3381663,Brazil,Mato Grosso,NA,9999,9999
vfoi,3382110,Brazil,Mato Grosso,NA,9999,9999
vfoi,3419457,Brazil,Mato Grosso,NA,9999,9999
vfoi,3450029,Brazil,Sao Paulo,Sete Barras,-1.20E+11,135.498
vfoi,3506179,Brazil,Mato Grosso,NA,9999,9999
vfoi,3515610,Brazil,Mato Grosso,NA,9999,9999
vfoi,3532298,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,3623735,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,3650300,Brazil,Sao Paulo,Caraguatatuba,-446795000,-16.4437
vfoi,3682391,Brazil,Mato Grosso,NA,9999,9999
vfoi,3765396,Brazil,Mato Grosso,NA,9999,9999
vfoi,3858829,Brazil,Mato Grosso,NA,9999,9999
vfoi,3891003,Brazil,Minas Gerais,Aiuruoca,9999,9999
vfoi,3895295,Brazil,Mato Grosso,NA,9999,9999
vfoi,3928759,Brazil,Federal,NA,9999,9999
vfoi,3961782,Brazil,Mato Grosso,NA,9999,9999
vfoi,4039142,Brazil,Mato Grosso,NA,9999,9999
vfoi,4041127,Brazil,Goias,Alto Paraiso De Goias,9999,9999
vfoi,4080946,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,4214792,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,4260978,Brazil,Mato Grosso,NA,9999,9999
vfoi,4543499,Brazil,Mato Grosso,NA,9999,9999
vfoi,4652531,Brazil,Mato Grosso,NA,9999,9999
vfoi,4712799,Brazil,Mato Grosso,NA,9999,9999
vfoi,4822483,Brazil,Mato Grosso,NA,9999,9999
vfoi,4845234,Brazil,Mato Grosso,NA,9999,9999
vfoi,4861265,Brazil,Mato Grosso,NA,9999,9999
vfoi,4899097,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,4906400,Brazil,Mato Grosso,NA,9999,9999
vfoi,4932117,Brazil,Mato Grosso,NA,9999,9999
vfoi,4996665,Brazil,Mato Grosso,NA,9999,9999
vfoi,5087494,Brazil,Mato Grosso,NA,9999,9999
vfoi,5128504,Brazil,Espirito Santo,Sao Roque Do Canaa,9999,9999
vfoi,5144663,Brazil,Goias,Alto Paraiso De Goias,9999,9999
vfoi,5150928,Brazil,Mato Grosso,NA,9999,9999
vfoi,5158728,Brazil,Rio Grande do Sul,Sao Jose Dos Ausentes,9999,9999
vfoi,5166350,Brazil,Mato Grosso,NA,9999,9999
vfoi,5211930,Canada,British Columbia,NA,58.8666667,-1221
vfoi,5273897,Brazil,Mato Grosso,NA,9999,9999
vfoi,5283645,Brazil,Mato Grosso,NA,9999,9999
vfoi,5322771,Brazil,Mato Grosso,NA,9999,9999
vfoi,5337633,Brazil,Mato Grosso,NA,9999,9999
vfoi,5392969,Brazil,Mato Grosso,NA,9999,9999
vfoi,5423301,Brazil,Sao Paulo,Santo Andre,-1922250000,-58.7673
vfoi,5578097,Brazil,Mato Grosso,NA,9999,9999
vfoi,5634247,Brazil,Mato Grosso,NA,9999,9999
vfoi,5653285,Brazil,Rio Grande do Norte,Natal,548,3513
vfoi,5786215,Brazil,Mato Grosso,NA,9999,9999
vfoi,5836990,Brazil,Mato Grosso,NA,9999,9999
vfoi,5989570,Brazil,Mato Grosso,NA,9999,9999
vfoi,5999023,Brazil,Minas Gerais,Alagoa,9999,9999
vfoi,6019705,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,6097144,Brazil,Mato Grosso,NA,9999,9999
vfoi,6111969,Brazil,Mato Grosso,NA,9999,9999
vfoi,6211664,Brazil,Parana,NA,9999,9999
vfoi,6236338,Brazil,Mato Grosso,NA,9999,9999
vfoi,6336812,Brazil,Bahia,Ibiquera,-1233,-4058
vfoi,6351143,Brazil,Mato Grosso,NA,9999,9999
vfoi,6358808,Brazil,Mato Grosso,NA,9999,9999
vfoi,6408815,Brazil,Mato Grosso,NA,9999,9999
vfoi,6474203,Brazil,Mato Grosso,NA,9999,9999
vfoi,6483691,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,6566813,Brazil,Mato Grosso,NA,9999,9999
vfoi,6721610,Brazil,Mato Grosso,NA,9999,9999
vfoi,6773779,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,6790018,Brazil,Mato Grosso,NA,9999,9999
vfoi,6832188,Brazil,Mato Grosso,NA,9999,9999
vfoi,6891927,Brazil,Rio de Janeiro,Sao Fidelis,22.4741667,760.4675
vfoi,6961259,Brazil,Minas Gerais,Itamarandiba,9999,9999
vfoi,6961824,Brazil,Amazonas,NA,9999,9999
vfoi,6992339,Brazil,Mato Grosso,NA,9999,9999
vfoi,7012215,Brazil,Mato Grosso,NA,9999,9999
vfoi,7054661,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,7072065,Brazil,Mato Grosso,NA,9999,9999
vfoi,7129618,Brazil,Mato Grosso,NA,9999,9999
vfoi,7139429,Brazil,Mato Grosso,NA,9999,9999
vfoi,7154715,Brazil,Mato Grosso,NA,9999,9999
vfoi,7223293,Brazil,Mato Grosso,NA,9999,9999
vfoi,7306202,Brazil,Mato Grosso,NA,9999,9999
vfoi,7321270,Brazil,Mato Grosso,NA,9999,9999
vfoi,7329776,Brazil,Espirito Santo,Viana,9999,9999
vfoi,7360996,Brazil,Mato Grosso,NA,9999,9999
vfoi,7410190,Brazil,Sao Paulo,Sete Barras,-1.20E+11,135.498
vfoi,7444064,Brazil,Mato Grosso,NA,9999,9999
vfoi,7450141,Brazil,Espirito Santo,Santa Leopoldina,9999,9999
vfoi,7495303,Brazil,Mato Grosso,NA,9999,9999
vfoi,7503791,Brazil,Mato Grosso,NA,9999,9999
vfoi,7655459,Brazil,Mato Grosso,NA,9999,9999
vfoi,7698636,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,7746234,Brazil,Mato Grosso,NA,9999,9999
vfoi,7781572,Brazil,Goias,NA,9999,9999
vfoi,7839890,Brazil,Mato Grosso,NA,9999,9999
vfoi,7870100,Brazil,Mato Grosso,NA,9999,9999
vfoi,7882732,Brazil,Mato Grosso,NA,9999,9999
vfoi,7917056,Brazil,Minas Gerais,Alto Caparao,9999,9999
vfoi,8025571,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,8034246,Brazil,Mato Grosso,NA,9999,9999
vfoi,8050547,Brazil,Mato Grosso,NA,9999,9999
vfoi,8097144,Brazil,Mato Grosso,NA,9999,9999
vfoi,8187732,Brazil,Mato Grosso,NA,9999,9999
vfoi,8496944,Brazil,Mato Grosso,NA,9999,9999
vfoi,8625552,Brazil,Para,NA,9999,9999
vfoi,8654976,Brazil,Mato Grosso,NA,9999,9999
vfoi,8667008,Bolivia,Santa Cruz,NA,9999,9999
vfoi,8700151,Brazil,Minas Gerais,NA,9999,9999
vfoi,8781839,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,8790066,Brazil,Mato Grosso,NA,9999,9999
vfoi,8875136,Brazil,Goias,NA,9999,9999
vfoi,8956755,Brazil,Mato Grosso,NA,9999,9999
vfoi,8995238,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,9012284,Brazil,Mato Grosso,NA,9999,9999
vfoi,9041358,Brazil,Espirito Santo,Sao Roque Do Canaa,9999,9999
vfoi,9192912,Brazil,Minas Gerais,NA,999.9,999.9
vfoi,9193999,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,9206830,Brazil,Mato Grosso,NA,9999,9999
vfoi,9243673,Brazil,Mato Grosso,NA,9999,9999
vfoi,9288936,Brazil,Minas Gerais,Santa Maria Do Salto,9999,9999
vfoi,9296339,Brazil,Rio Grande do Norte,Serra Negra Do Norte,-634,-3705
vfoi,9342479,Brazil,Mato Grosso,NA,9999,9999
vfoi,9399888,Brazil,Mato Grosso,NA,9999,9999
vfoi,9410448,Brazil,Mato Grosso,NA,9999,9999
vfoi,9702198,Brazil,Mato Grosso,NA,9999,9999
vfoi,9944292,Brazil,Minas Gerais,Fervedouro,9999,9999
vfoi,9950520,Brazil,Mato Grosso,NA,9999,9999
vfoi,9964501,Brazil,Minas Gerais,Alto Caparao,9999,9999
vfoi,9965911,Brazil,Mato Grosso,NA,9999,9999
vfoi,9995916,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,10014853,Brazil,Mato Grosso,NA,9999,9999
vfoi,10021807,Brazil,Mato Grosso,NA,9999,9999
vfoi,10046844,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,10079656,Brazil,Mato Grosso,NA,9999,9999
vfoi,10149116,Brazil,Goias,NA,9999,9999
vfoi,10154558,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,10186379,Brazil,Mato Grosso,NA,9999,9999
vfoi,10230913,Brazil,Mato Grosso,NA,9999,9999
vfoi,10264758,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,10299069,Brazil,Mato Grosso,NA,9999,9999
vfoi,10513702,Brazil,Mato Grosso,NA,9999,9999
vfoi,10588869,Brazil,Goias,NA,9999,9999
vfoi,10633118,Brazil,Mato Grosso,NA,9999,9999
vfoi,10648994,Brazil,Mato Grosso,NA,9999,9999
vfoi,10653414,Brazil,Mato Grosso,NA,9999,9999
vfoi,10753564,Brazil,Mato Grosso,NA,9999,9999
vfoi,10798111,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,10834696,Brazil,Santa Catarina,NA,9999,9999
vfoi,10949753,Brazil,Bahia,NA,999.9,999.9
vfoi,11005577,Brazil,Mato Grosso,NA,9999,9999
vfoi,11014561,Brazil,Mato Grosso,NA,9999,9999
vfoi,11036959,Brazil,Mato Grosso,NA,9999,9999
vfoi,11046458,Brazil,Mato Grosso,NA,9999,9999
vfoi,11060432,Brazil,Mato Grosso,NA,9999,9999
vfoi,11148863,Brazil,Mato Grosso,NA,9999,9999
vfoi,11170702,Brazil,Mato Grosso,NA,9999,9999
vfoi,11219566,Brazil,Mato Grosso,NA,9999,9999
vfoi,11259224,Brazil,Mato Grosso,NA,9999,9999
vfoi,11301340,Brazil,Espirito Santo,Sao Mateus,9999,9999
vfoi,11468684,Brazil,Mato Grosso,NA,9999,9999
vfoi,11494557,Brazil,Mato Grosso,NA,9999,9999
vfoi,11557933,Bolivia,Santa Cruz,NA,9999,9999
vfoi,11580118,Brazil,Mato Grosso,NA,9999,9999
vfoi,11729274,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,11762769,Brazil,Mato Grosso,NA,9999,9999
vfoi,11763040,Brazil,Mato Grosso,NA,9999,9999
vfoi,11833943,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,11968952,Brazil,Mato Grosso,NA,9999,9999
vfoi,12130359,Brazil,Mato Grosso,NA,9999,9999
vfoi,12225340,Brazil,Sao Paulo,Caraguatatuba,-446795000,-16.4437
vfoi,12285438,Brazil,Mato Grosso,NA,9999,9999
vfoi,12385748,Brazil,Mato Grosso,NA,9999,9999
vfoi,12499643,Brazil,Mato Grosso,NA,9999,9999
vfoi,12523516,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,12547430,Brazil,Mato Grosso,NA,9999,9999
vfoi,12583725,Brazil,Mato Grosso,NA,9999,9999
vfoi,12608251,Brazil,Mato Grosso,NA,9999,9999
vfoi,12649054,Brazil,Mato Grosso,NA,9999,9999
vfoi,12864462,Brazil,Mato Grosso,NA,9999,9999
vfoi,12886976,Brazil,Mato Grosso,NA,9999,9999
vfoi,12887980,Brazil,Mato Grosso,NA,9999,9999
vfoi,12927194,Brazil,Mato Grosso,NA,9999,9999
vfoi,12943269,Brazil,Mato Grosso,NA,9999,9999
vfoi,12945295,Brazil,Mato Grosso,NA,9999,9999
vfoi,13096844,Brazil,Mato Grosso,NA,9999,9999
vfoi,13127903,Brazil,Mato Grosso,NA,9999,9999
vfoi,13158745,Brazil,Mato Grosso,NA,9999,9999
vfoi,13188594,Brazil,Mato Grosso,NA,9999,9999
vfoi,13212162,Brazil,Mato Grosso,NA,9999,9999
vfoi,13228076,Brazil,Mato Grosso,NA,9999,9999
vfoi,13266871,Brazil,Mato Grosso,NA,9999,9999
vfoi,13311262,Brazil,Espirito Santo,Linhares,9999,9999
vfoi,13321438,Brazil,Mato Grosso,NA,9999,9999
vfoi,13409015,Brazil,Mato Grosso,NA,9999,9999
vfoi,13524447,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,13622124,Brazil,Mato Grosso,NA,9999,9999
vfoi,13855340,Brazil,Mato Grosso,NA,9999,9999
vfoi,13879730,Brazil,Minas Gerais,Aiuruoca,9999,9999
vfoi,13911652,Brazil,Rio Grande do Norte,Natal,548,3513
vfoi,13943912,Bolivia,Santa Cruz,NA,9999,9999
vfoi,14060459,Brazil,Mato Grosso,NA,9999,9999
vfoi,14110484,Brazil,Mato Grosso,NA,9999,9999
vfoi,14141461,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,14320772,Suriname,NA,NA,999.9,999.9
vfoi,14341156,Brazil,Sao Paulo,NA,9999,9999
vfoi,14363706,Brazil,Mato Grosso,NA,9999,9999
vfoi,14408437,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,14480097,Brazil,Mato Grosso,NA,9999,9999
vfoi,14498131,Brazil,Santa Catarina,Timbe Do Sul,9999,9999
vfoi,14547486,Brazil,Mato Grosso,NA,9999,9999
vfoi,14668107,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,14720690,Brazil,Mato Grosso,NA,9999,9999
vfoi,14883188,Brazil,Mato Grosso,NA,9999,9999
vfoi,14903928,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,14925273,Brazil,Espirito Santo,Santa Maria De Jetiba,9999,9999
vfoi,14934715,Brazil,Mato Grosso,NA,9999,9999
vfoi,15055187,Brazil,Mato Grosso,NA,9999,9999
vfoi,15157303,Brazil,Espirito Santo,Viana,9999,9999
vfoi,15231958,Brazil,Espirito Santo,Sao Mateus,9999,9999
vfoi,15244094,Brazil,Mato Grosso,NA,9999,9999
vfoi,15305816,Brazil,Mato Grosso,NA,9999,9999
vfoi,15353834,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,15369335,Brazil,Mato Grosso,NA,9999,9999
vfoi,15465691,Brazil,Mato Grosso,NA,9999,9999
vfoi,15476884,Brazil,Mato Grosso,NA,9999,9999
vfoi,15530706,Brazil,Mato Grosso,NA,9999,9999
vfoi,15566922,Brazil,Mato Grosso,NA,9999,9999
vfoi,15713464,Brazil,Minas Gerais,Catas Altas,9999,9999
vfoi,15776937,Brazil,Mato Grosso,NA,9999,9999
vfoi,15792521,Brazil,Federal,NA,9999,9999
vfoi,15801599,Brazil,Mato Grosso,NA,9999,9999
vfoi,15834668,Brazil,Mato Grosso,NA,9999,9999
vfoi,15857109,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,15872089,Brazil,Mato Grosso,NA,9999,9999
vfoi,16047722,Brazil,Para,Parauapebas,999.9,999.9
vfoi,16060696,Brazil,Minas Gerais,Diamantina,9999,9999
vfoi,16064036,Brazil,Mato Grosso,NA,9999,9999
vfoi,16178866,Brazil,Sao Paulo,NA,9999,9999
vfoi,16292750,Brazil,Mato Grosso,NA,9999,9999
vfoi,16432416,Brazil,Mato Grosso,NA,9999,9999
vfoi,16631686,Brazil,Mato Grosso,NA,9999,9999
vfoi,16661383,Brazil,Espirito Santo,Nova Venecia,9999,9999
vfoi,16741923,Brazil,Parana,NA,9999,9999
vfoi,16790004,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,16833903,Brazil,Mato Grosso,NA,9999,9999
vfoi,16917651,Brazil,Mato Grosso,NA,9999,9999
vfoi,16933696,Brazil,Mato Grosso,NA,9999,9999
vfoi,16995398,Brazil,Para,Parauapebas,999.9,999.9
vfoi,17179014,Brazil,Goias,NA,9999,9999
vfoi,17251954,Brazil,Mato Grosso,NA,9999,9999
vfoi,17259386,Brazil,Minas Gerais,Aiuruoca,9999,9999
vfoi,17272662,Brazil,Mato Grosso,NA,9999,9999
vfoi,17538394,Bolivia,Santa Cruz,NA,9999,9999
vfoi,17567544,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,17757879,Brazil,Mato Grosso,NA,9999,9999
vfoi,17794378,Brazil,Minas Gerais,Bandeira,9999,9999
vfoi,17801369,Brazil,Mato Grosso,NA,9999,9999
vfoi,17893590,Brazil,Rio de Janeiro,Sao Fidelis,22.4741667,760.4675
vfoi,18025378,Brazil,Mato Grosso,NA,9999,9999
vfoi,18097982,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,18162108,Brazil,Mato Grosso,NA,9999,9999
vfoi,18193276,Brazil,Mato Grosso,NA,9999,9999
vfoi,18353971,Brazil,Espirito Santo,Santa Teresa,9999,9999
vfoi,18374604,Brazil,Mato Grosso,NA,9999,9999
vfoi,18420706,Brazil,Mato Grosso,NA,9999,9999
vfoi,18496860,Brazil,Mato Grosso,NA,9999,9999
vfoi,18499279,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,18500180,Brazil,Mato Grosso,NA,9999,9999
vfoi,18501913,Brazil,Mato Grosso,NA,9999,9999
vfoi,18502638,Brazil,Mato Grosso,NA,9999,9999
vfoi,18505055,Brazil,Mato Grosso,NA,9999,9999
vfoi,18507998,Brazil,Mato Grosso,NA,9999,9999
vfoi,18508268,Brazil,Mato Grosso,NA,9999,9999
vfoi,18510988,Brazil,Mato Grosso,NA,9999,9999
vfoi,18512360,Brazil,Mato Grosso,NA,9999,9999
vfoi,18515799,Brazil,Mato Grosso,NA,9999,9999
vfoi,18517089,Brazil,Mato Grosso,NA,9999,9999
vfoi,18518206,Brazil,Sao Paulo,NA,9999,9999
vfoi,18523889,Brazil,Mato Grosso,NA,9999,9999
vfoi,18526961,Brazil,Mato Grosso,NA,9999,9999
vfoi,18528636,Brazil,Mato Grosso,NA,9999,9999
vfoi,18529853,Brazil,Mato Grosso,NA,9999,9999
vfoi,18536536,Brazil,Mato Grosso,NA,9999,9999
vfoi,18536544,Brazil,Mato Grosso,NA,9999,9999
vfoi,18537262,Brazil,Mato Grosso,NA,9999,9999
vfoi,18539086,Brazil,Mato Grosso,NA,9999,9999
vfoi,18541321,Brazil,Mato Grosso,NA,9999,9999
vfoi,18541444,Brazil,Mato Grosso,NA,9999,9999
vfoi,18541701,Brazil,Mato Grosso,NA,9999,9999
vfoi,18542454,Brazil,Mato Grosso,NA,9999,9999
vfoi,18543581,Brazil,Mato Grosso,NA,9999,9999
vfoi,18543762,Brazil,Mato Grosso,NA,9999,9999
vfoi,18544326,Brazil,Mato Grosso,NA,9999,9999
vfoi,18567569,Brazil,Mato Grosso,NA,9999,9999
vfoi,18568354,Brazil,Mato Grosso,NA,9999,9999
vfoi,18570702,Brazil,Mato Grosso,NA,9999,9999
vfoi,18572751,Brazil,Mato Grosso,NA,9999,9999
vfoi,18576178,Brazil,Mato Grosso,NA,9999,9999
vfoi,18590640,Brazil,Mato Grosso,NA,9999,9999
vfoi,18591263,Brazil,Mato Grosso,NA,9999,9999
vfoi,18591917,Brazil,Mato Grosso,NA,9999,9999
vfoi,18593348,Brazil,Mato Grosso,NA,9999,9999
vfoi,18594399,Brazil,Mato Grosso,NA,9999,9999
vfoi,18595009,Brazil,Mato Grosso,NA,9999,9999
vfoi,18599631,Brazil,Mato Grosso,NA,9999,9999
vfoi,18601566,Brazil,Mato Grosso,NA,9999,9999
vfoi,18607495,Brazil,Mato Grosso,NA,9999,9999
vfoi,18609564,Brazil,Mato Grosso,NA,9999,9999
vfoi,18609599,Brazil,Mato Grosso,NA,9999,9999
vfoi,18609915,Brazil,Mato Grosso,NA,9999,9999
vfoi,18622299,Brazil,Mato Grosso,NA,9999,9999
vfoi,18623360,Brazil,Mato Grosso,NA,9999,9999
vfoi,18623550,Brazil,Mato Grosso,NA,9999,9999
vfoi,18625682,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,18626578,Brazil,Mato Grosso,NA,9999,9999
vfoi,18627188,Brazil,Mato Grosso,NA,9999,9999
vfoi,18627903,Brazil,Mato Grosso,NA,9999,9999
vfoi,18629788,Brazil,Mato Grosso,NA,9999,9999
vfoi,18629889,Brazil,Mato Grosso,NA,9999,9999
vfoi,18631912,Brazil,Mato Grosso,NA,9999,9999
vfoi,18644711,Brazil,Mato Grosso,NA,9999,9999
vfoi,18645493,Brazil,Mato Grosso,NA,9999,9999
vfoi,18646581,Brazil,Mato Grosso,NA,9999,9999
vfoi,18649423,Brazil,Mato Grosso,NA,9999,9999
vfoi,18655863,Brazil,Rondonia,Porto Velho,-850.268611,-6356.40139
vfoi,18656260,Brazil,Mato Grosso,NA,9999,9999
vfoi,18657436,Brazil,Mato Grosso,NA,9999,9999
vfoi,18657757,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,18659926,Brazil,Mato Grosso,NA,9999,9999
vfoi,18659937,Brazil,Mato Grosso,NA,9999,9999
vfoi,18662372,Brazil,Mato Grosso,NA,9999,9999
vfoi,18662760,Brazil,Mato Grosso,NA,9999,9999
vfoi,18664152,Brazil,Mato Grosso,NA,9999,9999
vfoi,18675894,Brazil,Mato Grosso,NA,9999,9999
vfoi,18680909,Brazil,Mato Grosso,NA,9999,9999
vfoi,18681179,Brazil,Mato Grosso,NA,9999,9999
vfoi,18681188,Brazil,Mato Grosso,NA,9999,9999
vfoi,18682248,Brazil,Mato Grosso,NA,9999,9999
vfoi,18682971,Brazil,Espirito Santo,Cariacica,9999,9999
vfoi,18684756,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,18685776,Brazil,Mato Grosso,NA,9999,9999
vfoi,18686259,Brazil,Mato Grosso,NA,9999,9999
vfoi,18686603,Brazil,Mato Grosso,NA,9999,9999
vfoi,18691200,Brazil,Mato Grosso,NA,9999,9999
vfoi,18692220,Brazil,Mato Grosso,NA,9999,9999
vfoi,18694937,Brazil,Mato Grosso,NA,9999,9999
vfoi,18697356,Brazil,Mato Grosso,NA,9999,9999
vfoi,18704059,Brazil,Mato Grosso,NA,9999,9999
vfoi,18707852,Brazil,Mato Grosso,NA,9999,9999
vfoi,18712688,Brazil,Sao Paulo,Pedregulho,9999,9999
vfoi,18713442,Brazil,Mato Grosso,NA,9999,9999
vfoi,18715869,Brazil,Mato Grosso,NA,9999,9999
vfoi,18716573,Brazil,Mato Grosso,NA,9999,9999
vfoi,18718154,Brazil,Minas Gerais,Brumadinho,9999,9999
vfoi,18718659,Brazil,Mato Grosso,NA,9999,9999
vfoi,18721788,Brazil,Mato Grosso,NA,9999,9999
vfoi,18724678,Brazil,Mato Grosso,NA,9999,9999
vfoi,18725940,Brazil,Espirito Santo,Castelo,9999,9999
vfoi,18726297,Brazil,Mato Grosso,NA,9999,9999
vfoi,18727100,Brazil,Mato Grosso,NA,9999,9999
vfoi,18731450,Brazil,Mato Grosso,NA,9999,9999
vfoi,18733931,Brazil,Mato Grosso,NA,9999,9999
vfoi,18735561,Brazil,Mato Grosso,NA,9999,9999
vfoi,18738866,Bolivia,NA,NA,9999,9999
vfoi,18740456,Brazil,Mato Grosso,NA,9999,9999
vfoi,18742912,Brazil,Mato Grosso,NA,9999,9999
vfoi,18743661,Brazil,Mato Grosso,NA,9999,9999
vfoi,18758844,Brazil,Mato Grosso,NA,9999,9999
vfoi,18760071,Brazil,Sao Paulo,NA,9999,9999
vfoi,18762252,Brazil,Mato Grosso,NA,9999,9999
vfoi,18767952,Brazil,Mato Grosso,NA,9999,9999
vfoi,18770910,Brazil,Mato Grosso,NA,9999,9999
vfoi,18771846,Brazil,Mato Grosso,NA,9999,9999
vfoi,18771988,Brazil,Mato Grosso,NA,9999,9999
vfoi,18775862,Brazil,Mato Grosso,NA,9999,9999
vfoi,18782570,Brazil,Mato Grosso,NA,9999,9999
vfoi,18795641,Brazil,Mato Grosso,NA,9999,9999
vfoi,18797820,Brazil,Mato Grosso,NA,9999,9999
vfoi,18805841,Brazil,Mato Grosso,NA,9999,9999
vfoi,18805979,Brazil,Mato Grosso,NA,9999,9999
vfoi,18806605,Brazil,Sao Paulo,NA,9999,9999
vfoi,18809097,Brazil,Mato Grosso,NA,9999,9999
vfoi,18809751,Brazil,Espirito Santo,Venda Nova Do Imigrante,9999,9999
vfoi,18812505,Canada,British Columbia,NA,531.25,-127.25
vfoi,18815494,Brazil,Mato Grosso,NA,9999,9999
vfoi,18818128,Brazil,Mato Grosso,NA,9999,9999
vfoi,18820635,Brazil,Roraima,NA,9999,9999
vfoi,18820972,Brazil,Mato Grosso,NA,9999,9999
vfoi,18821037,Brazil,Mato Grosso,NA,9999,9999
vfoi,18824680,Brazil,Mato Grosso,NA,9999,9999
vfoi,18830139,Brazil,Mato Grosso,NA,9999,9999
vfoi,18837447,Brazil,Goias,NA,9999,9999
vfoi,18847567,Brazil,Mato Grosso,NA,9999,9999
vfoi,18850756,Brazil,Mato Grosso,NA,9999,9999
vfoi,18852426,Brazil,Mato Grosso,NA,9999,9999
vfoi,18852973,Brazil,Mato Grosso,NA,9999,9999
vfoi,18869436,Brazil,Mato Grosso,NA,9999,9999
vfoi,18874370,Brazil,Mato Grosso,NA,9999,9999
vfoi,18878145,Brazil,Mato Grosso,NA,9999,9999
vfoi,18883281,Brazil,Santa Catarina,Penha,-264.8077778,-48.5986111
vfoi,18886386,Brazil,Mato Grosso,NA,9999,9999
vfoi,18891232,Brazil,Mato Grosso,NA,9999,9999
vfoi,18896537,Brazil,Mato Grosso,NA,9999,9999
